id,name,birthdate,deathdate
2701,Gary Lewis,,
2702,Gary Lockwood,2/21/1937,
2703,Gary McDonald,,
2704,Gary McKendry,,
2705,Gary Nelson,12/20/1951,
2706,Gary Oldman,3/21/1958,
2707,Gary Rogers,,
2708,Gary Ross,11/3/1956,
2709,Gary Schwartz,,
2710,Gary Sherman,,
2711,Gary Shore,,
2712,Gary Sinyor,,
2713,Gary Stretch,11/4/1968,
2714,Gary Trousdale,6/8/1960,
2715,Gary Weeks,6/4/1972,
2716,Gary Winick,3/31/1961,2/27/2011
2717,Gaspar Noé,12/27/1963,
2718,Gastón Pauls,1/17/1972,
2719,Gauhar Khan,8/23/1983,
2720,Gavin Hood,5/12/1963,
2721,Gavin MacLeod,2/28/1931,
2722,Gavin Newsom,10/10/1967,
2723,Gavin O'Connor,,
2724,Gavin Wiesen,,
2725,Gaye Brown,3/2/1941,
2726,Gbenga Akinnagbe,12/12/1978,
2727,Gedde Watanabe,6/26/1955,
2728,Gemma Chan,11/29/1982,
2729,Gemma Jones,12/4/1942,
2730,Gen Seto,,
2731,Gena Rowlands,6/19/1930,
2732,Gene Quintano,,
2733,Gene Simmons,8/25/1949,
2734,Gene Teigland,,
2735,Gene Tierney,11/19/1920,11/6/1991
2736,Geneviève Bujold,7/1/1942,
2737,Geneviève Lemon,,
2738,Genevieve O'Reilly,1/6/1977,
2739,Genndy Tartakovsky,1/17/1970,
2740,Geoff Bell,,
2741,Geoff Murphy,6/13/1946,
2742,Geoff Stults,12/15/1977,
2743,Geoffrey Arend,2/28/1978,
2744,Geoffrey Holder,8/1/1930,10/5/2014
2745,Geoffrey Palmer,6/4/1927,
2746,Geoffrey Sax,,
2747,Georg Wilhelm Pabst,1885-08-25,5/29/1967
2748,George 'Buck' Flower,10/28/1937,6/18/2004
2749,George A. Romero,2/4/1940,
2750,George Armitage,,
2751,George Brent,3/15/1904,5/26/1979
2752,George C. Scott,10/18/1927,9/22/1999
2753,George Carlin,5/12/1937,6/22/2008
2754,George Chakiris,9/16/1934,
2755,George Clooney,5/6/1961,
2756,George Coe,2/3/1955,
2757,George Cole,3/1/1967,
2758,George Coulouris,10/1/1903,4/25/1989
2759,George Cukor,1899-07-07,1/24/1983
2760,George DiCenzo,4/21/1940,8/9/2010
2761,George Gallo,,
2762,George Hamilton,8/12/1939,
2763,George Harris,2/18/1925,2/28/2016
2764,George Harrison,2/25/1943,11/29/2001
2765,George Hickenlooper,5/25/1963,10/30/2010
2766,George Jackson,,
2767,George Kennedy,2/18/1925,2/28/2016
2768,George Lazenby,9/5/1939,
2769,George Lopez,4/23/1961,
2770,George Lucas,5/14/1944,
2771,George Miller,3/3/1945,
2772,George Newbern,12/30/1964,
2773,George Newton,4/5/1957,
2774,George Nolfi,,
2775,George P. Cosmatos,1/4/1941,4/19/2005
2776,George Peppard,10/1/1928,5/8/1994
2777,George Raft,9/26/1901,11/24/1980
2778,George Ratliff,10/11/1968,
2779,George Reeves,1/5/1914,6/16/1959
2780,George Roy Hill,12/20/1921,12/27/2002
2781,George Sanders,7/3/1906,4/25/1972
2782,George Sidney,10/4/1916,5/5/2002
2783,George Stevens,4/3/1932,
2784,George T. Odom,8/21/1950,9/21/2016
2785,George Tillman Jr.,1/26/1969,
2786,George Voskovec,6/19/1905,7/1/1981
2787,George W. Bush,7/6/1946,
2788,George Wendt,10/17/1948,
2789,Georgia Groome,2/11/1992,
2790,Georgia Hilton,,
2791,Georgina Cates,1/14/1975,
2792,Georgina Chapman,4/14/1976,
2793,Georgina Reilly,2/12/1986,
2794,Gerald McRaney,8/19/1947,
2795,Gerald Potterton,3/8/1931,
2796,Geraldine Chaplin,7/31/1944,
2797,Geraldine McEwan,5/9/1932,1/30/2015
2798,Gerard Butler,11/13/1969,
2799,Gerard Johnstone,,
2800,Gérard Jugnot,5/4/1951,
2801,Gérard Krawczyk,5/17/1953,
2802,Gerard McSorley,,
2803,Gerardo Taracena,,
2804,Germán Alcarazu,,
2805,Gerry Becker,4/11/1951,
2806,Gerry Bednob,,
2807,Gerry Lively,,
2808,Gerry Lopez,,
2809,Gert Fröbe,2/25/1913,9/5/1988
2810,Ghassan Massoud,9/20/1958,
2811,Gia Coppola,1/1/1987,
2812,Gia Mantegna,4/17/1990,
2813,Gian Maria Volontè,4/9/1933,12/6/1994
2814,Giancarlo Giannini,8/1/1942,
2815,Gideon Emery,9/12/1972,
2816,Gideon Raff,,
2817,Gigi Rice,3/13/1965,
2818,Gil Bellows,6/28/1967,
2819,Gil Birmingham,7/13/1953,
2820,Gil Junger,11/7/1954,
2821,Gil Kenan,10/16/1976,
2822,Gilbert Gottfried,2/28/1955,
2823,Gilbert R. Hill,11/6/1931,2/29/2016
2824,Gilbert Roland,12/11/1905,5/15/1994
2825,Gilles Lellouche,,
2826,Gilles Paquet-Brenner,,
2827,Gillian Armstrong,12/18/1950,
2828,Gillian Jacobs,10/19/1982,
2829,Gillian Robespierre,6/29/1978,
2830,Gillian White,,
2831,Gina Bellman,7/10/1966,
2832,Gina Holden,3/17/1975,
2833,Gina Lollobrigida,7/4/1927,
2834,Gina McKee,4/14/1964,
2835,Gina Montana,,
2836,Gina Prince-Bythewood,6/10/1969,
2837,Ginger Jensen,,
2838,Ginger Rogers,7/16/1911,4/25/1995
2839,Gino Salvano,,
2840,Giovanna Mezzogiorno,11/9/1974,
2841,Giovanni Zelko,,
2842,Gitte Witt,6/20/1983,
2843,Giulia Michelini,6/2/1985,
2844,Giuliano Montaldo,2/22/1930,
2845,Giuseppe Tornatore,5/27/1956,
2846,Gladys Cooper,1888-12-18,11/17/1971
2847,Glen Hansard,4/21/1970,
2848,Glen Morgan,,
2849,Glen Murphy,,
2850,Glen Powell,10/21/1988,
2851,Glenn Beck,2/10/1964,
2852,Glenn Campbell,4/22/1936,
2853,Glenn Erland Tosterud,,
2854,Glenn Ficarra,,
2855,Glenn Ford,5/1/1916,8/30/2006
2856,Glenn Howerton,4/13/1976,
2857,Glenn Morshower,4/24/1959,
2858,Glenn Plummer,8/18/1961,
2859,Glenn Shadix,4/15/1952,9/7/2010
2860,Glenne Headly,3/13/1955,
2861,Gloria Foster,11/15/1933,9/29/2001
2862,Gloria Grahame,11/28/1923,10/5/1981
2863,Gloria Reuben,6/9/1964,
2864,Gloria Sandoval,,
2865,Gloria Stuart,7/4/1910,9/26/2010
2866,Gloria Votsis,2/9/1979,
2867,Glynis Johns,10/5/1923,
2868,Gnana Rajasekaran,,
2869,Gonzalo López-Gallego,,
2870,Goran Dukic,,
2871,Goran Visnjic,9/9/1972,
2872,Gordon Chan,,
2873,Gordon Currie,9/25/1965,
2874,Gordon Jackson,12/19/1923,1/15/1990
2875,Gordon Jump,4/1/1932,9/22/2003
2876,Gordon Pinsent,7/12/1930,
2877,Gore Verbinski,3/16/1964,
2878,Goya Toledo,9/24/1969,
2879,Grace Gummer,5/9/1986,
2880,Grace Jones,5/19/1948,
2881,Grace Phipps,5/4/1992,
2882,Graham Annable,,
2883,Graham Beckel,12/22/1949,
2884,Graham McTavish,1/3/1961,
2885,Grant Bowler,7/18/1968,
2886,Grant Heslov,5/15/1963,
2887,Grasie Mercedes,2/23/1978,
2888,Graziella Galvani,6/27/1931,
2889,Greer Garson,2/20/1929,8/16/1989
2890,Greg Aronowitz,,
2891,Greg Ayres,12/7/1968,
2892,Greg Berlanti,5/24/1972,
2893,Greg Collins,12/8/1952,
2894,Greg Coolidge,12/28/1972,
2895,Greg Crowe,3/13/1965,
2896,Greg D'Agostino,,
2897,Greg Germann,2/26/1958,
2898,Greg Grunberg,7/11/1966,
2899,Greg Harrison,5/31/1950,
2900,Greg Jackson,6/10/1964,
2901,Greg Marcks,8/12/1976,
2902,Greg Mottola,7/11/1964,
2903,Greg Nicotero,3/15/1963,
2904,Greg Speirs,,
2905,Greg Tiernan,6/19/1965,
2906,Gregg Henry,5/6/1952,
2907,Gregor Jordan,,
2908,Gregory Alan Williams,6/12/1956,
2909,Gregory Cruz,,
2910,Gregory Hoblit,11/27/1944,
2911,Gregory Itzin,4/20/1948,
2912,Gregory Jacobs,,
2913,Gregory Nava,4/10/1949,
2914,Gregory Poirier,5/19/1961,
2915,Gregory Scott Cummins,,
2916,Gregory Sierra,1/25/1941,
2917,Gregory Smith,7/6/1983,
2918,Gregory Widen,,
2919,Greta Gerwig,8/4/1983,
2920,Gretchen Mol,11/8/1972,
2921,Gretchen Palmer,12/16/1961,
2922,Grey Damon,9/24/1987,
2923,Grey Griffin,8/24/1973,
2924,Griffin Cleveland,,
2925,Griffin Dunne,6/8/1955,
2926,Griffin Kane,,
2927,Grigoriy Dobrygin,2/17/1986,
2928,Guang Li,,
2929,Guillaume Canet,4/10/1973,
2930,Guillaume Denaiffe,,
2931,Guillaume Ivernel,,
2932,Guillermo Arriaga,3/13/1958,
2933,Guillermo del Toro,10/9/1964,
2934,Guillermo Francella,2/14/1955,
2935,Gulshan Grover,9/21/1955,
2936,Gunnar Hansen,,
2937,Gurinder Chadha,1/10/1960,
2938,Guro Nagelhus Schia,,
2939,Gus Van Sant,7/24/1952,
2940,Gustaf Skarsgård,11/12/1980,
2941,Gustav Fröhlich,3/21/1902,12/22/1987
2942,Guy Hamilton,3/25/1964,
2943,Guy Maddin,2/28/1956,
2944,Guy Ritchie,9/10/1968,
2945,Gyton Grantley,,
2946,H.M. Coakley,1/1/1971,
2947,H.M. Wynant,2/12/1927,
2948,Hailu Qin,,
2949,Hakeem Kae-Kazim,10/1/1962,
2950,Hal Haberman,,
2951,Hal Holbrook,2/17/1925,
2952,Hal Landon Jr.,5/23/1941,
2953,Hal Linden,3/20/1931,
2954,Hal Needham,3/6/1931,10/25/2013
2955,Haley Bennett,1/7/1988,
2956,Haley Joel Osment,4/10/1988,
2957,Haley Ramm,3/26/1992,
2958,Hallee Hirsh,12/16/1987,
2959,Haluk Bilginer,6/5/1954,
2960,Ham Tran,,
2961,Hana Mae Lee,9/28/1988,
2962,Hana Shuan,9/24/1981,
2963,Hanaa Bouchaib,,
2964,Hank Braxtan,4/27/1980,
2965,Hannah Britland,,
2966,Hannah Murray,7/1/1989,
2967,Hannah Spearritt,4/1/1981,
2968,Hanne Aagesen,1/11/1933,3/18/2016
2969,Hanno Pöschl,7/2/1949,
2970,Hans Canosa,,
2971,Hans Kesting,10/6/1960,
2972,Hans Matheson,8/7/1975,
2973,Hans Petter Moland,10/17/1955,
2974,Hans Weingartner,11/2/1970,
2975,Hansika Motwani,8/9/1991,
2976,Hao Ning,,
2977,Harald Reinl,7/9/1908,10/9/1986
2978,Harald Zwart,7/1/1965,
2979,Hardy Krüger,4/12/1928,
2980,Hark Tsui,2/15/1950,
2981,Harland Williams,11/14/1962,
2982,Harley Cokeliss,2/11/1945,
2983,Harley Jane Kozak,1/28/1957,
2984,Harmage Singh Kalirai,,
2985,Harmony Korine,1/4/1973,
2986,Harold Becker,9/25/1928,
2987,Harold Cronk,,
2988,Harold Gould,12/10/1923,9/11/2010
2989,Harold Perrineau,8/7/1963,
2990,Harold Ramis,11/21/1944,2/24/2014
2991,Harriet Walter,9/24/1950,
2992,Harris Yulin,11/5/1937,
2993,Harrison Ford,7/13/1942,
2994,Harrison Gilbertson,,
2995,Harrison Page,8/27/1941,
2996,Harry Beaumont,1888-02-10,12/22/1966
2997,Harry Carey Jr.,5/16/1921,12/27/2012
2998,Harry Connick Jr.,9/11/1967,
2999,Harry Elfont,4/5/1968,
3000,Harry F. Millarde,1885-11-12,11/2/1931
3001,Harry Gantz,,
3002,Harry Lennix,11/16/1964,
3003,Harry Shearer,12/23/1943,
3004,Harry Styles,2/1/1994,
3005,Harry Treadaway,9/10/1984,
3006,Hart Bochner,10/3/1956,
3007,Haruma Miura,4/5/1990,
3008,Harvey Fierstein,6/6/1954,
3009,Harvey Korman,2/15/1927,5/29/2008
3010,Harvey Weinstein,3/19/1952,
3011,Hassan Johnson,,
3012,Hattie McDaniel,1895-06-10,10/26/1952
3013,Hayao Miyazaki,1/5/1941,
3014,Hayden Christensen,4/19/1981,
3015,Hayley Atwell,4/5/1982,
3016,Hayley Cloake,,
3017,Hayley Kiyoko,4/3/1991,
3018,Hayley Lovitt,,
3019,Hayley McFarland,3/29/1991,
3020,Heath Ledger,4/4/1979,1/22/2008
3021,Heather Berman,,
3022,Heather Bucha,,
3023,Heather Burns,4/7/1975,
3024,Heather Donahue,12/22/1974,
3025,Heather Langenkamp,7/17/1964,
3026,Heather Locklear,9/25/1961,
3027,Heather Matarazzo,11/10/1982,
3028,Heather Morris,2/1/1987,
3029,Heather O'Rourke,12/27/1975,2/1/1988
3030,Heather Sossaman,4/25/1987,
3031,Hector Echavarria,12/6/1969,
3032,Hector Elizondo,12/22/1936,
3033,Héctor Jiménez,12/14/1973,
3034,Hector Kotsifakis,,
3035,Hedy Lamarr,11/9/1914,1/19/2000
3036,Heidi Ewing,,
3037,Heike Makatsch,8/13/1971,
3038,Helen Hayes,7/4/1924,
3039,Helen Martin,7/23/1909,3/25/2000
3040,Helen McCrory,8/17/1968,
3041,Helena Mattsson,3/30/1984,
3042,Helmut Bakaitis,9/26/1944,
3043,Henri Garcin,4/11/1929,
3044,Henry Alex Rubin,,
3045,Henry Bean,,
3046,Henry Cavill,5/5/1983,
3047,Henry Czerny,2/8/1959,
3048,Henry Hathaway,1898-03-13,2/11/1985
3049,Henry Hobson,,
3050,Henry Ian Cusick,4/17/1967,
3051,Henry Jaglom,1/26/1938,
3052,Henry Joost,,
3053,Henry King,12/2/1943,
3054,Henry Koster,5/1/1905,9/21/1988
3055,Henry Rollins,2/13/1961,
3056,Henry Selick,11/30/1952,
3057,Henry Silva,9/15/1928,
3058,Henry Simmons,7/1/1970,
3059,Henry Thomas,9/9/1971,
3060,Herb Freed,,
3061,Herbert Grönemeyer,4/12/1956,
3062,Herbert Lom,9/11/1917,9/27/2012
3063,Herbert Ross,5/13/1927,10/9/2001
3064,Herbert Russell,,
3065,Herman Koto,,
3066,Hervé Villechaize,4/23/1943,9/4/1993
3067,Hiam Abbass,11/30/1960,
3068,Hideaki Anno,5/22/1960,
3069,Hideo Nakata,7/19/1961,
3070,Hilary Brougher,,
3071,Hilda Bernard,10/29/1920,
3072,Hill Harper,5/17/1966,
3073,Hironobu Sakaguchi,11/14/1962,
3074,Hiroshi Abe,6/22/1964,
3075,Hitoshi Matsumoto,9/8/1963,
3076,Ho-Sung Pak,11/6/1967,
3077,Hoke Howell,8/27/1929,5/9/1997
3078,Holland Taylor,1/14/1943,
3079,Holly Hunter,3/20/1958,
3080,Holly Valance,5/11/1983,
3081,Holmes Osborne,11/7/1947,
3082,Holt McCallany,9/3/1963,
3083,Homayoun Ershadi,,
3084,Hong-jin Na,,
3085,Honglei Sun,8/16/1970,
3086,Honor Blackman,8/22/1925,
3087,Hope Davis,3/23/1964,
3088,Hope Olaide Wilson,8/16/1985,
3089,Horatio Sanz,6/4/1969,
3090,Howard Caine,1/2/1928,12/28/1993
3091,Howard Deutch,9/14/1950,
3092,Howard Hawks,1896-05-30,12/26/1977
3093,Howard Hesseman,2/27/1940,
3094,Howard Hughes,,
3095,Howard Keel,4/13/1919,11/7/2004
3096,Howard Morris,9/4/1919,5/21/2005
3097,Howard Zieff,10/21/1927,2/21/2009
3098,Hoyt Axton,3/25/1938,10/26/1999
3099,Hoyt Yeatman,1/23/1955,
3100,Hristo Shopov,1/4/1964,
3101,Hsiao-Hsien Hou,4/8/1947,
3102,Huck Botko,,
3103,Hudson Leick,5/9/1969,
3104,Hue Rhodes,,
3105,Huell Howser,10/18/1945,1/7/2013
3106,Huey Lewis,7/5/1950,
3107,Hugh Bonneville,11/10/1963,
3108,Hugh Dillon,5/31/1963,
3109,Hugh Ducklow,,
3110,Hugh Griffith,5/30/1912,5/14/1980
3111,Hugh Hudson,8/25/1936,
3112,Hugh Jackman,10/12/1968,
3113,Hugh Johnson,,
3114,Hugh Keays-Byrne,5/18/1947,
3115,Hugh M. Hefner,4/9/1926,
3116,Hugh Mun,9/9/1960,
3117,Hugh O'Brian,4/19/1925,9/5/2016
3118,Hugh O'Conor,4/19/1975,
3119,Hugh Wilson,8/21/1943,
3120,Hugo Stiglitz,8/28/1940,
3121,Hulk Hogan,8/11/1953,
3122,Humphrey Bogart,1899-12-25,1/14/1957
3123,Hunter Parrish,5/13/1987,
3124,Hunter Richards,,
3125,Hutch Dano,5/21/1992,
3126,Hye-jeong Kang,1/4/1982,
3127,Hye-kyo Song,11/22/1981,
3128,Hyung-rae Shim,1/3/1958,
3129,Iain Softley,,
3130,Ian Bohen,9/24/1976,
3131,Ian Fitzgibbon,,
3132,Ian Gamazon,,
3133,Ian Gomez,12/27/1964,
3134,Ian Hart,10/8/1964,
3135,Ian Iqbal Rashid,,
3136,Ian McDiarmid,8/11/1944,
3137,Ian McNeice,10/2/1950,
3138,Ian Mune,,
3139,Ian Richardson,4/7/1934,2/9/2007
3140,Ian Sharp,11/13/1946,
3141,Ian Somerhalder,12/8/1978,
3142,Ian Tracey,6/26/1964,
3143,Ian Whyte,9/17/1971,
3144,Ian Ziering,3/30/1964,
3145,Iben Hjejle,3/22/1971,
3146,Ice Cube,6/15/1969,
3147,Ice-T,2/16/1958,
3148,Iddo Goldberg,8/5/1975,
3149,Igal Naor,6/25/1958,
3150,Igor Jijikine,10/8/1965,
3151,Igor Kovalyov,1/17/1963,
3152,Igor Zaripov,,
3153,Ike Barinholtz,2/18/1977,
3154,Iko Uwais,2/12/1983,
3155,Ilene Graff,2/28/1949,
3156,Illeana Douglas,7/25/1965,
3157,Imelda Staunton,1/9/1956,
3158,India de Beaufort,6/27/1987,
3159,Indiana Evans,7/27/1990,
3160,Indira Varma,5/14/1973,
3161,Ingmar Bergman,7/14/1918,7/30/2007
3162,Ingrid Bolsø Berdal,3/2/1980,
3163,Ingrid Thulin,1/27/1926,1/7/2004
3164,Ingvar Eggert Sigurðsson,11/22/1963,
3165,Inna Evlannikova,,
3166,Ioan Gruffudd,10/6/1973,
3167,Ion Overman,11/9/1976,
3168,Ione Skye,9/4/1970,
3169,Ira Sachs,,
3170,Irene Bedard,7/22/1967,
3171,Irene Dunne,1898-12-20,9/4/1990
3172,Irène Jacob,7/15/1966,
3173,Irene Papas,9/3/1926,
3174,Irvin Kershner,4/29/1923,11/27/2010
3175,Irwin Winkler,5/28/1931,
3176,Isaac C. Singleton Jr.,,
3177,Isaac Florentine,,
3178,Isaac Hayes,8/20/1942,8/10/2008
3179,Isaac Hempstead Wright,4/9/1999,
3180,Isaach De Bankolé,8/12/1957,
3181,Isabel Coixet,4/9/1960,
3182,Isabella Rossellini,6/18/1952,
3183,Isabelle Adjani,6/27/1955,
3184,Isabelle Carré,5/28/1971,
3185,Isabelle Huppert,3/16/1953,
3186,Isabelle Nanty,1/21/1962,
3187,Isabelle Nélisse,,
3188,Isaiah Washington,8/3/1963,
3189,Isiah Thomas,4/30/1961,
3190,Isiah Whitlock Jr.,9/13/1954,
3191,Isild Le Besco,11/22/1982,
3192,István Szabó,,
3193,Iulia Ciochina,,
3194,Ivan Barnev,7/15/1973,
3195,Ivan Dixon,4/6/1931,3/16/2008
3196,Ivan Engler,,
3197,Iván Kamarás,12/22/1972,
3198,Ivan Kavanagh,,
3199,Ivan Okhlobystin,7/22/1966,
3200,Ivan Reitman,10/27/1946,
3201,Ivan Sergei,5/7/1971,
3202,Ivana Baquero,6/11/1994,
3203,Ivana Milicevic,4/26/1974,
3204,Ivette Alvarez,,
3205,Izabella Miko,1/21/1981,
3206,Izabella Scorupco,6/4/1970,
3207,J Blakeson,,
3208,J. Lee Thompson,8/1/1914,8/30/2002
3209,J. Smith-Cameron,,
3210,J.A. Bayona,,
3211,J.B. Rogers,10/8/1910,8/6/1998
3212,J.B. Smoove,12/16/1965,
3213,J.C. Chandor,,
3214,J.D. Evermore,11/5/1968,
3215,J.D. Williams,2/8/1932,
3216,J.J. Abrams,6/27/1966,
3217,J.J. Cohen,6/22/1965,
3218,J.K. Simmons,1/9/1955,
3219,J.S. Cardone,10/19/1946,
3220,J.T. Walsh,11/24/1969,
3221,Jacek Koman,8/15/1956,
3222,Jacinda Barrett,8/2/1972,
3223,Jack Albertson,6/16/1907,11/25/1981
3224,Jack Canfield,,
3225,Jack Carson,10/27/1910,1/2/1963
3226,Jack Conway,1887-07-17,10/11/1952
3227,Jack Davenport,3/1/1973,
3228,Jack E. Curenton,,
3229,Jack Elam,11/13/1920,10/20/2003
3230,Jack Guzman,6/21/1978,
3231,Jack Hawkins,9/14/1910,7/18/1973
3232,Jack Heller,,
3233,Jack Kao,4/23/1958,
3234,Jack Lord,1894-02-01,8/31/1973
3235,Jack McBrayer,5/27/1973,
3236,Jack McElhone,,
3237,Jack McGee,2/2/1949,
3238,Jack McGraw,,
3239,Jack Nance,12/21/1943,12/30/1996
3240,Jack O'Connell,8/1/1990,
3241,Jack O'Halloran,4/8/1943,
3242,Jack Palance,2/18/1919,11/10/2006
3243,Jack Perez,,
3244,Jack Plotnick,10/30/1968,
3245,Jack Reynor,1/23/1992,
3246,Jack Sholder,6/8/1945,
3247,Jack Smight,3/9/1925,9/1/2003
3248,Jack Taylor,,
3249,Jack Thompson,8/31/1940,
3250,Jack Warden,9/18/1920,7/19/2006
3251,Jack Wild,9/30/1952,3/1/2006
3252,Jacki Weaver,5/25/1947,
3253,Jackie Burroughs,2/2/1939,9/22/2010
3254,Jackie Cooper,9/15/1922,5/3/2011
3255,Jackie Earle Haley,7/14/1961,
3256,Jackie Gleason,2/26/1916,6/24/1987
3257,Jackie Nova,,
3258,Jackson Nicoll,,
3259,Jacky Ido,5/14/1977,
3260,Jaco Booyens,,
3261,Jacob Aaron Estes,9/6/1972,
3262,Jacob Hopkins,,
3263,Jacob Latimore,8/10/1996,
3264,Jacob Pitts,,
3265,Jacob Tremblay,10/5/2006,
3266,Jacob Vargas,8/18/1971,
3267,Jacob Young,9/10/1979,
3268,Jacob Zachar,5/16/1986,
3269,Jacqueline Bisset,9/13/1944,
3270,Jacqueline Lovell,12/9/1974,
3271,Jacqueline MacInnes Wood,4/17/1987,
3272,Jacqueline McKenzie,10/24/1967,
3273,Jacques Brel,4/8/1929,10/9/1978
3274,Jacques Gamblin,11/16/1957,
3275,Jacques Perrin,7/13/1941,
3276,Jada Pinkett Smith,9/18/1971,
3277,Jade Kindar-Martin,,
3278,Jaden Klein,,
3279,Jafar Panahi,7/11/1960,
3280,Jaime Camil,7/22/1973,
3281,Jaime King,4/23/1979,
3282,Jaime Zevallos,,
3283,Jake Busey,6/15/1971,
3284,Jake Cherry,,
3285,Jake Goldberger,5/12/1977,
3286,Jake Gyllenhaal,12/19/1980,
3287,Jake Kasdan,10/28/1974,
3288,Jake Lacy,,
3289,Jake Lloyd,3/5/1989,
3290,Jake Paltrow,9/26/1975,
3291,Jake Richardson,3/3/1958,
3292,Jake Ryan,,
3293,Jake Sandvig,9/8/1986,
3294,Jake Schreier,,
3295,Jake Scott,,
3296,Jake Short,5/30/1997,
3297,Jake Weary,2/14/1990,
3298,Jake Weber,3/19/1964,
3299,Jake Wood,7/12/1972,
3300,Jaleel White,11/27/1976,
3301,Jamaa Fanaka,9/6/1942,4/1/2012
3302,Jamal Hill,,
3303,Jamel Debbouze,6/18/1975,
3304,James Algar,6/11/1912,2/26/1998
3305,James Babson,10/24/1974,
3306,James Badge Dale,5/1/1978,
3307,James Biberi,7/28/1965,
3308,James Bidgood,3/28/1933,
3309,James Bobin,,
3310,James Bolam,6/16/1935,
3311,James Bridges,2/3/1936,6/6/1993
3312,James Brolin,7/18/1940,
3313,James Brown,,
3314,James Burnett,,
3315,James Cagney,1899-07-17,3/30/1986
3316,James Callis,,
3317,James Cameron,8/16/1954,
3318,James Chalke,,
3319,James Coburn,8/31/1928,11/18/2002
3320,James Corden,8/22/1978,
3321,James Cox,,
3322,James Cullen Bressack,2/29/1992,
3323,James D'Arcy,8/24/1975,
3324,James David Pasternak,,
3325,James DeBello,6/9/1980,
3326,James Deen,2/7/1986,
3327,James DeMonaco,,
3328,James Dodson,,
3329,James Doohan,3/3/1920,7/20/2005
3330,James Drury,4/18/1934,
3331,James Duval,9/10/1972,
3332,James Eckhouse,2/14/1955,
3333,James Fargo,,
3334,James Fleet,3/11/1952,
3335,James Foley,12/28/1953,
3336,James Fox,5/19/1939,
3337,James Frain,3/14/1968,
3338,James Franco,4/19/1978,
3339,James Frawley,9/29/1936,
3340,James Gammon,4/20/1940,7/16/2010
3341,James Gartner,4/7/1928,7/19/2014
3342,James Gray,,
3343,James Gunn,8/5/1970,
3344,James Hall,,
3345,James Hetfield,8/3/1963,
3346,James Huang,1/7/1952,
3347,James Isaac,6/5/1960,5/6/2012
3348,James Ivory,6/7/1928,
3349,James Karen,11/28/1923,
3350,James Kerwin,10/13/1973,
3351,James Kyson,12/13/1975,
3352,James L. Brooks,5/9/1940,
3353,James Lafferty,7/25/1985,
3354,James Lance,5/5/1940,
3355,James Le Gros,4/27/1962,
3356,James Lew,5/19/1967,
3357,James Lipton,9/19/1926,
3358,James Lorinz,5/22/1964,
3359,James Manera,,
3360,James Mangold,12/16/1963,
3361,James Marsh,4/30/1963,
3362,James Martin Kelly,9/6/1954,
3363,James Mason,5/15/1909,7/27/1984
3364,James Mather,,
3365,James McCaffrey,,
3366,James McTeigue,,
3367,James Melkonian,4/6/1961,
3368,James Morrison,10/30/1978,
3369,James Mottern,8/1/1969,
3370,James Nesbitt,1/15/1965,
3371,James Noble,3/5/1922,3/28/2016
3372,James Nunn,8/5/1970,
3373,James O'Brien,,
3374,James Patrick Stuart,6/16/1968,
3375,James Pickens Jr.,10/26/1954,
3376,James Ponsoldt,,
3377,James Ransone,6/2/1979,
3378,James Read,7/31/1953,
3379,James Robertson Justice,6/15/1907,7/2/1975
3380,James Robinson,,
3381,James Russo,4/23/1953,
3382,James Schamus,9/7/1959,
3383,James Shigeta,6/17/1929,7/28/2014
3384,James Toback,11/23/1944,
3385,James Tumminia,,
3386,James Tupper,8/4/1965,
3387,James Urbaniak,9/17/1963,
3388,James Wan,2/26/1977,
3389,James Watkins,,
3390,James Whitmore,10/1/1921,2/6/2009
3391,James Wilcox,,
3392,James With,1/23/1967,
3393,James Wolk,3/22/1985,
3394,James Wong,,
3395,Jamey Sheridan,7/12/1951,
3396,Jami Gertz,10/28/1965,
3397,Jamie Babbit,11/16/1970,
3398,Jamie Blackley,7/8/1991,
3399,Jamie Blanks,,
3400,Jamie Draven,5/14/1979,
3401,Jamie Foreman,5/25/1958,
3402,Jamie Hector,10/7/1975,
3403,Jamie Kennedy,5/25/1970,
3404,Jamie Lee Curtis,11/22/1958,
3405,Jamie Renée Smith,4/10/1987,
3406,Jamie Thraves,,
3407,Jamie Travis,8/13/1979,
3408,Jamin Winans,,
3409,Jamison Stalsworth,,
3410,Jan Cornet,2/24/1982,
3411,Jan de Bont,10/22/1943,
3412,Jan Decleir,2/14/1946,
3413,Jan Haley,,
3414,Jan Hooks,4/23/1957,10/9/2014
3415,Jan-Michael Vincent,7/15/1944,
3416,Jane Adams,4/1/1965,
3417,Jane Bradbury,,
3418,Jane Campion,4/30/1954,
3419,Jane Clark,,
3420,Jane Curtin,9/6/1947,
3421,Jane Fonda,12/21/1937,
3422,Jane Goodall,4/3/1934,
3423,Jane Krakowski,10/11/1968,
3424,Jane Wyman,1/5/1917,9/10/2007
3425,Janeane Garofalo,9/28/1964,
3426,Janel Parrish,10/30/1988,
3427,Janet Hubert,1/13/1956,
3428,Janet Jackson,5/16/1966,
3429,Janet Lee Dapper,8/28/1977,
3430,Janet Leigh,7/6/1927,10/3/2004
3431,Janet McTeer,8/5/1961,
3432,Janette Armand,2/11/1986,
3433,Janine Turner,12/6/1962,
3434,Jansen Panettiere,9/25/1994,
